,Unnamed: 0,price,guests,bedrooms,beds,bathrooms,score,reviews,airconditioning,freeparking,kitchen,petsallowed,wifi,city,country
76,76,87,4,1,3,1.0,4.79,91,1,0,1,0,1,barcelona,Spain
77,77,85,2,1,1,1.0,4.58,19,1,0,1,0,1,barcelona,Spain
78,78,76,2,1,2,1.0,4.85,260,1,0,1,0,1,barcelona,Spain
79,79,69,4,1,3,1.0,4.9,233,1,1,0,0,1,barcelona,Spain
80,80,75,4,1,1,1.0,4.82,76,1,0,1,0,1,barcelona,Spain
81,81,56,2,1,1,1.0,4.68,167,1,0,1,0,1,barcelona,Spain
82,82,108,3,1,1,1.0,4.89,365,0,0,0,0,1,barcelona,Spain
83,83,47,2,1,1,1.0,0.0,0,0,0,1,1,1,barcelona,Spain
84,84,125,3,1,2,1.0,4.97,229,1,0,1,0,1,barcelona,Spain
85,85,134,3,1,1,1.0,4.82,137,1,0,0,0,1,barcelona,Spain
86,86,184,2,1,1,1.5,4.91,677,0,0,1,0,1,barcelona,Spain
87,87,90,6,2,3,2.0,4.74,65,1,0,1,0,1,barcelona,Spain
88,88,90,2,1,1,1.0,4.86,14,0,0,0,0,1,barcelona,Spain
89,89,85,2,1,1,1.0,0.0,0,0,0,0,0,1,barcelona,Spain
90,90,145,3,1,1,1.0,0.0,0,0,0,0,0,1,barcelona,Spain
91,91,83,2,1,1,1.0,5.0,4,1,1,1,0,1,barcelona,Spain
92,92,74,2,1,1,1.0,4.41,83,1,0,1,0,1,barcelona,Spain
93,93,55,2,1,0,1.0,4.77,53,0,0,1,0,1,barcelona,Spain
94,94,70,4,1,2,1.0,4.76,168,1,0,0,0,1,barcelona,Spain
95,95,69,2,1,1,1.0,4.43,282,1,0,0,0,1,barcelona,Spain
96,96,50,2,1,1,1.0,4.46,152,1,0,0,0,1,barcelona,Spain
97,97,50,2,1,1,1.0,4.86,7,1,0,0,1,1,barcelona,Spain
98,98,75,2,1,1,1.0,0.0,0,0,0,1,1,1,barcelona,Spain
99,99,69,2,1,1,1.0,4.56,272,1,0,0,0,1,barcelona,Spain
